ipa,syl,son,cons,cont,delrel,lat,nas,strid,voi,sg,cg,ant,cor,distr,lab,hi,lo,back,round,velaric,tense,long,hitone,hireg
ɑ̘ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,+,0,0
ɑːˤ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,+,0,0
ɘːˤ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,+,0,0
ɤːˤ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,+,0,0
ɑ̝̹,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,+,-,+,-,0,0
ɑ̝͗,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,+,-,+,-,0,0
ɑ̹,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,+,-,+,-,0,0
ɑ͗,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,+,-,+,-,0,0
ɞ̥ˤ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,-,+,+,+,-,-,-,0,0
ɞˤ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,+,+,+,-,-,-,0,0
ɞˤː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,+,+,+,-,-,+,0,0
ɞːˤ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,+,+,+,-,-,+,0,0
ɵ̥ˤ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,-,+,+,+,-,+,-,0,0
ɵˤ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,+,+,+,-,+,-,0,0
ɵˤː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,+,+,+,-,+,+,0,0
ɵːˤ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,+,+,+,-,+,+,0,0
ʋ̩ʷ,+,+,-,+,0,-,-,-,+,-,-,+,-,0,+,+,0,+,+,-,0,-,0,0
ɘ̥ʲ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,+,-,-,-,-,+,-,0,0
ɤ̥ʲ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,+,-,-,-,-,+,-,0,0
ɘʲ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,-,-,-,+,-,0,0
ɤʲ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,-,-,-,+,-,0,0
ɘʲː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,-,-,-,+,+,0,0
ɤʲː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,-,-,-,+,+,0,0
ɘːʲ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,-,-,-,+,+,0,0
ɤːʲ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,-,-,-,+,+,0,0
ɘ̙ˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,+,-,-,-,-,0,0
ɤ̙ˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,+,-,-,-,-,0,0
ɘ̥ˠ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,+,-,+,-,-,+,-,0,0
ɤ̥ˠ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,+,-,+,-,-,+,-,0,0
ɘˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,+,-,-,+,-,0,0
ɤˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,+,-,-,+,-,0,0
ɘ̘ˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,+,-,-,+,-,0,0
ɤ̘ˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,+,-,-,+,-,0,0
ɘːˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,+,-,-,+,+,0,0
ɤːˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,+,-,-,+,+,0,0
ɘ̠̊˔ʷ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,+,-,+,+,-,+,-,0,0
ɤ̠̊˔ʷ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,+,-,+,+,-,+,-,0,0
ɘ̝̊ʷ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,+,-,+,+,-,+,-,0,0
ɤ̝̊ʷ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,+,-,+,+,-,+,-,0,0
ɘ̥ʷ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,+,-,+,+,-,+,-,0,0
ɤ̥ʷ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,+,-,+,+,-,+,-,0,0
ɘʲʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,+,+,-,+,-,0,0
ɤʲʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,+,+,-,+,-,0,0
ɘ̝ʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,+,+,-,+,-,0,0
ɤ̝ʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,+,+,-,+,-,0,0
ɘ̞̈ʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,+,+,-,+,-,0,0
ɤ̞̈ʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,+,+,-,+,-,0,0
ɘ̠ʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,+,+,-,+,-,0,0
ɤ̠ʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,+,+,-,+,-,0,0
ɘʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,+,+,-,+,-,0,0
ɤʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,+,+,-,+,-,0,0
ɘ̠˔ʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,+,+,-,+,-,0,0
ɤ̠˔ʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,+,+,-,+,-,0,0
ɘʷː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,+,+,-,+,+,0,0
ɤʷː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,+,+,-,+,+,0,0
ɘːʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,+,+,-,+,+,0,0
ɤːʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,+,+,-,+,+,0,0
ɘ˞,+,+,-,+,0,-,-,-,+,-,-,-,-,0,-,+,-,-,+,-,+,-,0,0
ɘ˞̞,+,+,-,+,0,-,-,-,+,-,-,-,-,0,-,+,-,-,+,-,+,-,0,0
ɘ˞ˑ,+,+,-,+,0,-,-,-,+,-,-,-,-,0,-,+,-,-,+,-,+,+,0,0
ɘ˞ː,+,+,-,+,0,-,-,-,+,-,-,-,-,0,-,+,-,-,+,-,+,+,0,0
ɰ̍,+,+,-,+,0,-,-,-,+,-,-,-,-,0,-,+,-,+,-,-,+,-,0,0
ɰ̩,+,+,-,+,0,-,-,-,+,-,-,-,-,0,-,+,-,+,-,-,+,-,0,0
ɰ̍ː,+,+,-,+,0,-,-,-,+,-,-,-,-,0,-,+,-,+,-,-,+,+,0,0
ɤ˞,+,+,-,+,0,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,+,-,0,0
ɰ̩ʷ,+,+,-,+,0,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,+,-,0,0
ɤ˞̞,+,+,-,+,0,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,+,-,0,0
ɤ˞ˑ,+,+,-,+,0,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,+,+,0,0
ɤ˞ː,+,+,-,+,0,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,+,+,0,0
ɞ̥ʲ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,+,-,-,+,-,-,-,0,0
ɞʲ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,-,+,-,-,-,0,0
ɞʲː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,-,+,-,-,+,0,0
ɞːʲ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,-,+,-,-,+,0,0
ɵ̥ʲ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,+,-,-,+,-,+,-,0,0
ʉ̥ʲ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,+,-,-,+,-,+,-,0,0
ɵʲ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,-,+,-,+,-,0,0
ʉʲ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,-,+,-,+,-,0,0
ɵʲː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,-,+,-,+,+,0,0
ʉʲː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,-,+,-,+,+,0,0
ɵːʲ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,-,+,-,+,+,0,0
ʉːʲ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,-,+,-,+,+,0,0
ɞ̠̊˔ʷ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,+,-,+,+,-,-,-,0,0
ɞ̝̊ʷ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,+,-,+,+,-,-,-,0,0
ɞ̥ʷ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,+,-,+,+,-,-,-,0,0
ɞ̥ˠ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,+,-,+,+,-,-,-,0,0
ɞʲʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,-,-,0,0
ɞ̝ʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,-,-,0,0
ɞ̞̈ʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,-,-,0,0
ɞˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,-,-,0,0
ɞ̠ʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,-,-,0,0
ɞ̙ˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,-,-,0,0
ɵ̙ˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,-,-,0,0
ɞʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,-,-,0,0
ɞ̠˔ʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,-,-,0,0
ʉ̙,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,-,-,0,0
ɞʷː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,-,+,0,0
ɞːʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,-,+,0,0
ʉ̙ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,-,+,0,0
ɞːˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,-,+,0,0
ʉ̠̊,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̠̊˔,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̝̊,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ɵ̠̊˔ʷ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̠̊˔ʷ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ɵ̝̊ʷ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̝̊ʷ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̥,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ɵ̥ʷ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̥ʷ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̊,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ɵ̥ˠ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̟,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̠,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ɵʲʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉʲʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̈,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̽,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̝͗,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ɵ̝ʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̝ʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̞̈,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ɵ̞̈ʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̞̈ʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̆,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ɵˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ɵ̠ʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̠ʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ɞ̘ˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ɵ̘ˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̝,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ɵʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ɵ̠˔ʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̠˔ʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ˔,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̞,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ͗,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̘,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̥ː,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,+,-,+,+,-,+,+,0,0
ɵʷː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,+,0,0
ʉʷː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,+,0,0
ʉ̟ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,+,0,0
ʉː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,+,0,0
ʉ̝ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,+,0,0
ʉˑ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,+,0,0
ʉ̞ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,+,0,0
ɵːʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,+,0,0
ʉːʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,+,0,0
ʉ̘ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,+,0,0
ɵːˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,+,0,0
ɞ˞,+,+,-,+,0,-,-,-,+,-,-,-,-,0,+,+,-,-,+,-,-,-,0,0
ɞ˞̞,+,+,-,+,0,-,-,-,+,-,-,-,-,0,+,+,-,-,+,-,-,-,0,0
ɞ˞ˑ,+,+,-,+,0,-,-,-,+,-,-,-,-,0,+,+,-,-,+,-,-,+,0,0
ɞ˞ː,+,+,-,+,0,-,-,-,+,-,-,-,-,0,+,+,-,-,+,-,-,+,0,0
ɥ̍,+,+,-,+,0,-,-,-,+,-,-,-,-,0,+,+,-,-,+,-,+,-,0,0
ɥ̩,+,+,-,+,0,-,-,-,+,-,-,-,-,0,+,+,-,-,+,-,+,-,0,0
ɵ˞,+,+,-,+,0,-,-,-,+,-,-,-,-,0,+,+,-,-,+,-,+,-,0,0
ɵ˞̞,+,+,-,+,0,-,-,-,+,-,-,-,-,0,+,+,-,-,+,-,+,-,0,0
ɵ˞ˑ,+,+,-,+,0,-,-,-,+,-,-,-,-,0,+,+,-,-,+,-,+,+,0,0
ɵ˞ː,+,+,-,+,0,-,-,-,+,-,-,-,-,0,+,+,-,-,+,-,+,+,0,0
ɥ̍ː,+,+,-,+,0,-,-,-,+,-,-,-,-,0,+,+,-,-,+,-,+,+,0,0
ʉ˞,+,+,-,+,0,-,-,-,+,-,-,-,-,0,+,+,-,+,+,-,+,-,0,0
ɥ̩ʷ,+,+,-,+,0,-,-,-,+,-,-,-,-,0,+,+,-,+,+,-,+,-,0,0
ʉ˞̞,+,+,-,+,0,-,-,-,+,-,-,-,-,0,+,+,-,+,+,-,+,-,0,0
ʉ˞ˑ,+,+,-,+,0,-,-,-,+,-,-,-,-,0,+,+,-,+,+,-,+,+,0,0
ʉ˞ː,+,+,-,+,0,-,-,-,+,-,-,-,-,0,+,+,-,+,+,-,+,+,0,0
ɑ̥ʲ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,+,+,-,-,-,+,-,0,0
ɑʲ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,+,-,-,-,+,-,0,0
ɑʲː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,+,-,-,-,+,+,0,0
ɑːʲ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,+,-,-,-,+,+,0,0
ɑ̙ˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,+,+,-,-,-,-,0,0
ɑ̥ˠ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,+,+,+,-,-,+,-,0,0
ɑˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,+,+,-,-,+,-,0,0
ɑ̘ˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,+,+,-,-,+,-,0,0
ɑːˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,+,+,-,-,+,+,0,0
ɑ̠̊˔ʷ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,+,+,+,+,-,+,-,0,0
ɑ̝̊ʷ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,+,+,+,+,-,+,-,0,0
ɑ̥ʷ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,+,+,+,+,-,+,-,0,0
ɑʲʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,+,+,+,-,+,-,0,0
ɑ̝ʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,+,+,+,-,+,-,0,0
ɑ̞̈ʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,+,+,+,-,+,-,0,0
ɑ̠ʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,+,+,+,-,+,-,0,0
ɑʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,+,+,+,-,+,-,0,0
ɑ̠˔ʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,+,+,+,-,+,-,0,0
ɑʷˤ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,+,+,+,-,+,-,0,0
ɘʷˤ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,+,+,+,-,+,-,0,0
ɤʷˤ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,+,+,+,-,+,-,0,0
ɑʷː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,+,+,+,-,+,+,0,0
ɑːʷ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,+,+,+,-,+,+,0,0
ɑ˞,+,+,-,+,0,-,-,-,+,-,-,-,-,0,-,+,+,+,+,-,+,-,0,0
ɑ˞̞,+,+,-,+,0,-,-,-,+,-,-,-,-,0,-,+,+,+,+,-,+,-,0,0
ɑ˞ˑ,+,+,-,+,0,-,-,-,+,-,-,-,-,0,-,+,+,+,+,-,+,+,0,0
ɑ˞ː,+,+,-,+,0,-,-,-,+,-,-,-,-,0,-,+,+,+,+,-,+,+,0,0
ɞʷˤ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,+,+,+,-,-,-,0,0
ʉ̥ˤ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,+,+,+,+,-,+,-,0,0
ʉˤ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,+,+,+,-,+,-,0,0
ɵʷˤ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,+,+,+,-,+,-,0,0
ʉʷˤ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,+,+,+,-,+,-,0,0
ʉˤː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,+,+,+,-,+,+,0,0
ʉːˤ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,+,+,+,-,+,+,0,0
ɘ̰,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,-,-,-,-,-,+,-,0,0
ɘ̰ː,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,-,-,-,-,-,+,+,0,0
ɤ̰,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,-,-,+,-,-,+,-,0,0
ɤ̰ː,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,-,-,+,-,-,+,+,0,0
ɞ̰,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,-,-,-,+,-,-,-,0,0
ɞ̰ː,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,-,-,-,+,-,-,+,0,0
ɵ̰,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,-,-,-,+,-,+,-,0,0
ɵ̰ː,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,-,-,-,+,-,+,+,0,0
ɑ̰ˤ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,-,+,+,-,-,+,-,0,0
ɘ̰ˤ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,-,+,+,-,-,+,-,0,0
ɤ̰ˤ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̰,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̰ː,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,-,+,+,-,-,+,+,0,0
ɞ̰ˤ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,-,+,+,+,-,-,-,0,0
ɵ̰ˤ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,-,+,+,+,-,+,-,0,0
ɘ̰ʲ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,+,-,-,-,-,+,-,0,0
ɤ̰ʲ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,+,-,-,-,-,+,-,0,0
ɘ̰ˠ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,+,-,+,-,-,+,-,0,0
ɤ̰ˠ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,+,-,+,-,-,+,-,0,0
ɘ̰ʷ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,+,-,+,+,-,+,-,0,0
ɤ̰ʷ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,+,-,+,+,-,+,-,0,0
ɞ̰ʲ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,+,-,-,+,-,-,-,0,0
ɵ̰ʲ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,+,-,-,+,-,+,-,0,0
ʉ̰ʲ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,+,-,-,+,-,+,-,0,0
ɞ̰ˠ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,+,-,+,+,-,-,-,0,0
ɞ̰ʷ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,+,-,+,+,-,-,-,0,0
ɵ̰ˠ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̰,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,+,-,+,+,-,+,-,0,0
ɵ̰ʷ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̰ʷ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̰ː,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,+,-,+,+,-,+,+,0,0
ɑ̰ʲ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,+,+,-,-,-,+,-,0,0
ɑ̰ˠ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,+,+,+,-,-,+,-,0,0
ɑ̰ʷ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,+,+,+,+,-,+,-,0,0
ʉ̰ˤ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,+,+,+,+,-,+,-,0,0
ɘ̤̥,+,+,-,+,0,-,-,-,-,+,-,0,-,0,-,-,-,-,-,-,+,-,0,0
ɘ̤,+,+,-,+,0,-,-,-,+,+,-,0,-,0,-,-,-,-,-,-,+,-,0,0
ɘ̤ː,+,+,-,+,0,-,-,-,+,+,-,0,-,0,-,-,-,-,-,-,+,+,0,0
ɤ̤̥,+,+,-,+,0,-,-,-,-,+,-,0,-,0,-,-,-,+,-,-,+,-,0,0
ɤ̤,+,+,-,+,0,-,-,-,+,+,-,0,-,0,-,-,-,+,-,-,+,-,0,0
ɤ̤ː,+,+,-,+,0,-,-,-,+,+,-,0,-,0,-,-,-,+,-,-,+,+,0,0
